,Unnamed: 0,enrollee_id,city,city_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,Additional Info,Approval
1572,1572,9556,40,0.7759999999999999,,Has relevent experience,no_enrollment,Graduate,STEM,20.0,,,1.0,23," PHP developer with more then 2 years of work experience on various technologies related to web development such as HTML, CSS, JavaScript, PHP frameworks like Laravel and backend databases like MYSQL 
 
CERTIFICATION COURSES 
 PHP 
 C 
 EMBEDDED SYSTEM",2
1573,1573,28061,21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3.0,100-500,Pvt Ltd,1.0,78,NONE,2
1574,1574,32374,103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11.0,100-500,NGO,2.0,2,"""To Work in a professional and growth oriented environment responsibility and accountability towards work. Face challenges with confidence and aim to achieve high goals with organization growth"".",2
1575,1575,16251,42,0.563,Male,No relevent experience,Full time course,Graduate,STEM,5.0,5000-9999,Pvt Ltd,1.0,50," Expert in implementation of each step of project 
 Eager to learn new technologies and methodologies. 
 Always willing to innovate the new things which can improve the existing technology.",2
1576,1576,23674,21,0.624,Male,No relevent experience,no_enrollment,Graduate,Business Degree,8.0,,,0.0,70,"To seek a position in an organization where I can effectively 
contribute my skills in the Industry and serve the industry to the best of 
my potential.",2
1577,1577,16689,103,0.92,,Has relevent experience,no_enrollment,Phd,STEM,9.0,500-999,Pvt Ltd,1.0,32,NONE,2
1578,1578,8042,45,0.89,Male,Has relevent experience,no_enrollment,High School,,15.0,,,1.0,66,I want to learn and utilize my skills and potential to achieve the challenging position in the Software Industry and fulfilling organizational goals.,2
1579,1579,9055,21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,13.0,100-500,Public Sector,2.0,90,NONE,2
1580,1580,12674,16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,10.0, 10,,1.0,200,Aim to be an associate within a progressive organization that gives me scope to update my knowledge and skills in accordance with the latest trends and be part of a team that dynamically works towards growth of organization and gains satisfaction thereof.,2
1581,1581,16328,114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Phd,Business Degree,20.0,50-99,Pvt Ltd,1.0,112,NONE,1
1582,1582,22099,103,0.92,,Has relevent experience,no_enrollment,Masters,STEM,20.0,1000-4999,Public Sector,4.0,15,"A Position with an Organization Providing the Opportunity to Contribute By Utilizing Experience, Training and Development Capabilities in any of the situation.",2
1583,1583,6314,103,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,5.0,50-99,Pvt Ltd,1.0,28,NONE,2
1584,1584,4579,28,0.9390000000000001,Male,No relevent experience,Full time course,High School,,3.0,,,2.0,22,"Seeking for a challenging career in an industry to work in Heterogeneous Environment to contribute my skills and knowledge for the prospects of the Organization whereby, my service can be utilized.",2
1585,1585,11640,117,0.698,,No relevent experience,Full time course,Graduate,STEM,3.0,,,1.0,30,"Experience of 2+ years as a PHP Developer 
Strong Knowledge and understanding of Object Oriented Programming and Functional Programming 
Experience in E-Commerce website implementation 
Worked under tight schedules to meet client's deadline 
Ability to learn and adopt new technologies quickly",2
1586,1586,5126,165,0.903,Male,Has relevent experience,no_enrollment,Masters,STEM,20.0,10000+,Pvt Ltd,2.0,35,NONE,2
1587,1587,11401,152,0.698,,Has relevent experience,no_enrollment,Graduate,STEM,19.0,50-99,NGO,2.0,25,NONE,2
1588,1588,5841,75,0.9390000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,20.0,10/49,Pvt Ltd,4.0,55," 3+ Years of experience in Software development 
 Having knowledge of various technologies and Framework like Core PHP, Slim, Opencart framework, MVC, Web Services, JQuery, Java Script, Json, HTML, CSS, MYSQL. 
 Experience in Feasibility study, effort estimation of project, evaluation and implementation. 
 Quick adaptability to new technologies and concepts. 
 Good analytical and problem solving skills with motivated and well organized team player. 
 Experience in planning the development activities and managing the entire project.",2
1589,1589,1838,21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3.0,10/49,Pvt Ltd,3.0,167,NONE,2
1590,1590,6398,16,0.91,,Has relevent experience,no_enrollment,Phd,STEM,20.0,100-500,,4.0,21,NONE,2
1591,1591,18267,91,0.691,,Has relevent experience,no_enrollment,Graduate,STEM,8.0,10000+,Pvt Ltd,3.0,7,"Known English,",2
1592,1592,22591,21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,8.0,5000-9999,Pvt Ltd,1.0,23,Able to build responsive website within 15 days as per client requirement or company requirement.,2
1593,1593,12996,103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,20.0,,,4.0,39,NONE,2
1594,1594,8514,103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,17.0,100-500,Pvt Ltd,4.0,13,NONE,2
1595,1595,3862,103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,20.0,100-500,Pvt Ltd,4.0,36,"Looking forward to an opportunity for working in a dynamic, challenging environment, where I can utilize my skills for developing my career and for the growth of the organization.",2
1596,1596,29762,162,0.767,Male,Has relevent experience,Full time course,Graduate,STEM,6.0,10/49,Funded Startup,1.0,155,To grow with the company where I can effectively contribute my software skills as professional.,2
1597,1597,32795,128,0.527,,No relevent experience,Full time course,Graduate,STEM,3.0,,,1.0,41," 1.3 Year experience in Software Development. 
 Focused on technical stack with an eye for building a stable, scalable, optimized environment with minimized risk. 
 Good hands on in python with debugging skills. 
 Understanding of relational and non-relational database. 
 Participate in requirement definition to help design data gathering and analysis systems. 
 Perform many roles on team including individual contributor, data analyst and data mining. 
 Document and share the design and solution. 
 Working with large amount of data, facts and figures. 
 Good experience with data validation using Regular expressions. 
 Good hands on with Linux command line environment.",2
1598,1598,9918,103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,11.0,10/49,Pvt Ltd,4.0,145,"Artificial intelligence Developer with background in Deep Learning and Neural Nets. Expertise in Machine 
Learning, Image Processing, Natural Language Processing and Deep Neural Network using programming 
language such as Python. 
 
I have relevant experience in implementation and deployment on scale of ML algorithms. I have worked for past 
2 years in field of Machine Learning, Image Data Processing and Audio Data Processing. 
 
A self-motivated and confident individual with a zeal to learn, I am keen on being a part of the Data Science Team. 
I am looking forward to play an integral role in AI/ML Software Development, Data Analysis, AI related research, 
identifying opportunities for growth and capitalize on them, thereby aligning my personal growth with that of 
the organization.",2
1599,1599,10162,160,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,15.0,500-999,Pvt Ltd,3.0,29,"A highly detail-oriented, self-motivated student who is skilled in Deep Learning . Conversant with ANN, 
CNN, Python, PHP, C and SQL . Strong willingness to apply my skills in professional environment .",2
1600,1600,18847,64,0.6659999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,15.0,50-99,Pvt Ltd,3.0,18,"Insightful Professional and a multi-lingual team player who also is personable and dedicated with a hands-on approach experienced in software development and Data modeling. Forward-thinking and resourceful person with more than, two years of experience in software development and expertise in various programing languages like Python, Java, Django, C++, Angular, HTML, Bootstrap, TypeScript, JavaScript and so on. Presently, I am working as an Artificial Intelligence Engineer and worked on building Machine Learning Models using PySpark. An excellent communicator and a driven individual with the ability to adapt to any situation and proven potential to grow self and others. 
 
Skilled in tackling problems in unique ways to develop innovative solutions. Quickly masters new software packages and hardware technologies. Experienced in Git and version control systems. Promotes object-oriented approaches to real-time software development. Extensive experience in monitoring, tracking, and evaluating global IT infrastructure incidents. Works well under pressure and consistently meets deadlines and targets while delivering high quality work. Love learning new things or tools everyday.",2
1601,1601,26138,45,0.89,,Has relevent experience,no_enrollment,Graduate,STEM,15.0,,,2.0,72,"To work competitively in an environment that is both challenging as well as rewarding such that my abilities are accepted 
to the utmost and to be an asset to the organization. I do have the confidence and ambitions to achieve my career goals.",2
1602,1602,30294,114,0.9259999999999999,Male,No relevent experience,Part time course,Masters,STEM,20.0,500-999,Public Sector,1.0,13,"A data science enthusiast and student, with the aim of using AI to solve problems facing the human 
society in the 21st century. I have been working on the theories of computer vision to help create 
products and solutions that can reshape the auto, healthcare and HR industry.",2
1603,1603,31629,61,0.9129999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,19.0, 10,Pvt Ltd,1.0,74,"Skilled in Descriptive and Predictive Analytics 
.Outgoing and details orientation in building 
visualization to take deep dive and analyze data, 
in building machine learning or statistical 
models  Understand and gather Business 
requirement to create development use-cases 
for implementation. Great Lakes Institute Of 
Management Certified in Artificial Intelligence 
and Machine Learning.",1
1604,1604,32019,103,0.92,Male,No relevent experience,Full time course,High School,,6.0,,,3.0,34,"11+ years' of total experience in leading different teams, business and Systems analysis, business process modeling, scoping, documentation, design and development, testing, functional and technical support. 
 
PROFILE SUMMARY 
Design, development, re-engineering, migration and integration of large-scale projects 
Documenting test cases, conducting functional testing and coordinating user acceptance testing. 
Post Implementation support. 
Good exposure in Healthcare, Banking Payment System, Retail & Supply Chai and Telecom Billing( Mediation& Loyalty ).",2
1605,1605,29341,100,0.887,Female,Has relevent experience,no_enrollment,Graduate,STEM,17.0,100-500,Pvt Ltd,4.0,9,NONE,2
1606,1606,31465,16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,20.0,10000+,Pvt Ltd,4.0,53,"11+ Years of experience as Designer, Architect and Manager of software solutions that are strategic for customers and build on the latest development methodologies, best practices, and proven processes to deliver a quality software product on budget, on time, and with superb quality. Utilize in-depth knowledge of databases, open source technologies, and software engineering to develop the strategy, achieve business and engineering buy-in, and monitor execution. Leader and mentor for software development team, with technical ability to ensure creation of compelling, customer-oriented solutions in agile environment. 
Design and Development of Integrated Applications/Scrum Master/Strong English Skills 
Robust, Efficient, Extensible, Scalable Systems/Creatively Solving Novel Problems",2
1607,1607,19158,103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,20.0,50-99,Pvt Ltd,4.0,6,NONE,2
1608,1608,26354,103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,20.0,10000+,Pvt Ltd,4.0,114," Over all 4 years of experience in providing best class quality, creative technology and business solution in areas of Software Services and data driven products. 
 Good hold on Tableau Desktop. 
 Strong understanding of data life-cycle (which includes RDBMS/Data Warehouse, 
 
ETL concepts, Data Visualization concepts) 
 
 Complete understanding of SDLC with substantial Software Development experience 
 
applying Waterfall and Agile methodologies.",1
1609,1609,2936,36,0.893,Male,Has relevent experience,Full time course,High School,,10.0,100-500,Pvt Ltd,3.0,9," Imbibe scientific in-depth knowledge and interpersonal abilities. 
 Quick learning abilities to adapt to current technology and 
market needs. 
 Experience in machine learning problem solving during projects 
in current/previous jobs. 
 Experience in data science libraries like NumPy and pandas with 
thorough knowledge of python visualization in Seaborn and 
matplotlib. 
 Proficiency in coding Python for Artificial intelligence including 
Data science and Machine learning.",2
